#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len	
chr9	73900000	74000000	0.643810	0.356190	34713	17901	17718	29668	0	0	100000
chr9	74000000	74100000	0.629560	0.370440	32386	19225	17819	30570	0	0	100000
chr9	74100000	74200000	0.620470	0.379530	33065	19462	18491	28982	0	0	100000
chr9	74200000	74300000	0.601560	0.398440	31470	20571	19273	28686	0	0	100000
chr9	74300000	74400000	0.596700	0.403300	31503	20826	19504	28167	0	0	100000
chr9	74400000	74500000	0.607200	0.392800	31665	19714	19566	29055	0	0	100000
chr9	74500000	74600000	0.611350	0.388650	30412	19314	19551	30723	0	0	100000
chr9	74600000	74700000	0.576130	0.423870	29090	21015	21372	28523	0	0	100000
chr9	74700000	74800000	0.589400	0.410600	28980	20290	20770	29960	0	0	100000
chr9	74800000	74900000	0.592630	0.407370	28692	20310	20427	30571	0	0	100000
chr9	74900000	75000000	0.587950	0.412050	29657	20695	20510	29138	0	0	100000
chr9	75000000	75100000	0.600540	0.399460	29541	19583	20363	30513	0	0	100000
chr9	75100000	75200000	0.584560	0.415440	28301	20618	20926	30155	0	0	100000
chr9	75200000	75300000	0.609360	0.390640	29412	19230	19834	31524	0	0	100000
chr9	75300000	75400000	0.620710	0.379290	29839	18493	19436	32232	0	0	100000
chr9	75400000	75500000	0.605450	0.394550	30650	19581	19874	29895	0	0	100000
chr9	75500000	75600000	0.635010	0.364990	30972	18579	17920	32529	0	0	100000
chr9	75600000	75700000	0.640470	0.359530	31875	17874	18079	32172	0	0	100000
chr9	75700000	75800000	0.644380	0.355620	31611	17627	17935	32827	0	0	100000
chr9	75800000	75900000	0.639940	0.360060	32970	17729	18277	31024	0	0	100000
chr9	75900000	76000000	0.646440	0.353560	30740	17662	17694	33904	0	0	100000
chr9	76000000	76100000	0.651270	0.348730	30238	17484	17389	34889	0	0	100000
chr9	76100000	76200000	0.655240	0.344760	32412	17401	17075	33112	0	0	100000
chr9	76200000	76300000	0.652740	0.347260	33979	16941	17785	31295	0	0	100000
chr9	76300000	76400000	0.642900	0.357100	32300	17972	17738	31990	0	0	100000
chr9	76400000	76500000	0.655910	0.344090	33360	17469	16940	32231	0	0	100000
chr9	76500000	76600000	0.650340	0.349660	34449	17323	17643	30585	0	0	100000
chr9	76600000	76700000	0.647910	0.352090	31691	18263	16946	33100	0	0	100000
chr9	76700000	76800000	0.631640	0.368360	32663	18896	17940	30501	0	0	100000
chr9	76800000	76900000	0.629440	0.370560	31875	18774	18282	31069	0	0	100000
chr9	76900000	77000000	0.642960	0.357040	33423	18157	17547	30873	0	0	100000
chr9	77000000	77100000	0.638570	0.361430	33476	18079	18064	30381	0	0	100000
chr9	77100000	77200000	0.631250	0.368750	32005	18577	18298	31120	0	0	100000
chr9	77200000	77300000	0.615560	0.384440	31191	19470	18974	30365	0	0	100000
chr9	77300000	77400000	0.610330	0.389670	32461	19912	19055	28572	0	0	100000
chr9	77400000	77500000	0.599240	0.400760	31786	20845	19231	28138	0	0	100000
chr9	77500000	77600000	0.594240	0.405760	32260	20511	20065	27164	0	0	100000
chr9	77600000	77700000	0.603270	0.396730	30997	20322	19351	29330	0	0	100000
chr9	77700000	77800000	0.600360	0.399640	27713	19603	20361	32323	0	0	100000
chr9	77800000	77900000	0.599860	0.400140	25569	19850	20164	34417	0	0	100000
chr9	77900000	78000000	0.610050	0.389950	26964	18642	20353	34041	0	0	100000
chr9	78000000	78100000	0.601810	0.398190	29672	19266	20553	30509	0	0	100000
chr9	78100000	78200000	0.613870	0.386130	29176	18920	19693	32211	0	0	100000
chr9	78200000	78300000	0.615140	0.384860	31054	19365	19121	30460	0	0	100000
chr9	78300000	78400000	0.613940	0.386060	29867	19420	19186	31527	0	0	100000
chr9	78400000	78500000	0.616900	0.383100	30047	19345	18965	31643	0	0	100000
chr9	78500000	78600000	0.594550	0.405450	28510	19394	21151	30945	0	0	100000
chr9	78600000	78700000	0.617690	0.382310	29465	18894	19337	32304	0	0	100000
chr9	78700000	78800000	0.614360	0.385640	29291	19402	19162	32145	0	0	100000
chr9	78800000	78900000	0.590050	0.409950	29762	20863	20132	29243	0	0	100000
chr9	78900000	79000000	0.570410	0.429590	28952	21890	21069	28089	0	0	100000
chr9	79000000	79100000	0.575980	0.424020	28350	20915	21487	29248	0	0	100000
chr9	79100000	79200000	0.581820	0.418180	27551	21067	20751	30631	0	0	100000
chr9	79200000	79300000	0.591200	0.408800	30536	20444	20436	28584	0	0	100000
chr9	79300000	79400000	0.580380	0.419620	28965	21518	20444	29073	0	0	100000
chr9	79400000	79500000	0.596440	0.403560	31524	20739	19617	28120	0	0	100000
chr9	79500000	79600000	0.580640	0.419360	29317	21639	20297	28747	0	0	100000
chr9	79600000	79700000	0.564310	0.435690	28116	22225	21344	28315	0	0	100000
chr9	79700000	79800000	0.603420	0.396580	30669	19672	19986	29673	0	0	100000
chr9	79800000	79900000	0.638280	0.361720	27158	17232	18940	36670	0	0	100000
chr9	79900000	80000000	0.649900	0.350100	29696	16956	18054	35294	0	0	100000
chr9	80000000	80100000	0.590120	0.409880	29240	20566	20422	29772	0	0	100000
chr9	80100000	80200000	0.587070	0.412930	29752	21003	20290	28955	0	0	100000
chr9	80200000	80300000	0.578860	0.421140	29963	21459	20655	27923	0	0	100000
chr9	80300000	80400000	0.601190	0.398810	29451	20027	19854	30668	0	0	100000
chr9	80400000	80500000	0.608500	0.391500	32115	19837	19313	28735	0	0	100000
chr9	80500000	80600000	0.608980	0.391020	32668	20451	18651	28230	0	0	100000
chr9	80600000	80700000	0.597120	0.402880	32442	20731	19557	27270	0	0	100000
chr9	80700000	80800000	0.604040	0.395960	30251	20433	19163	30153	0	0	100000
chr9	80800000	80900000	0.605790	0.394210	31156	18826	20595	29423	0	0	100000
chr9	80900000	81000000	0.558010	0.441990	27494	21527	22672	28307	0	0	100000
chr9	81000000	81100000	0.587460	0.412540	27915	20331	20923	30831	0	0	100000
chr9	81100000	81200000	0.593100	0.406900	29596	19441	21249	29714	0	0	100000
chr9	81200000	81300000	0.620050	0.379950	29889	18336	19659	32116	0	0	100000
chr9	81300000	81400000	0.619130	0.380870	30022	18210	19877	31891	0	0	100000
chr9	81400000	81500000	0.615530	0.384470	29836	18729	19718	31717	0	0	100000
chr9	81500000	81600000	0.621590	0.378410	31094	18646	19195	31065	0	0	100000
chr9	81600000	81700000	0.630710	0.369290	31257	18080	18849	31814	0	0	100000
chr9	81700000	81800000	0.614080	0.385920	29372	19324	19268	32036	0	0	100000
chr9	81800000	81900000	0.604970	0.395030	30832	19720	19783	29665	0	0	100000
chr9	81900000	82000000	0.615160	0.384840	30924	19786	18698	30592	0	0	100000
chr9	82000000	82100000	0.626150	0.373850	31134	18959	18426	31481	0	0	100000
chr9	82100000	82200000	0.602510	0.397490	30065	19592	20157	30186	0	0	100000
chr9	82200000	82300000	0.614050	0.385950	28037	18268	20327	33368	0	0	100000
chr9	82300000	82400000	0.593560	0.406440	28429	20260	20384	30927	0	0	100000
chr9	82400000	82500000	0.605770	0.394230	30031	19017	20406	30546	0	0	100000
chr9	82500000	82600000	0.605810	0.394190	29395	19314	20105	31186	0	0	100000
chr9	82600000	82700000	0.631340	0.368660	30651	18600	18266	32483	0	0	100000
chr9	82700000	82800000	0.620950	0.379050	31231	19105	18800	30864	0	0	100000
chr9	82800000	82900000	0.629700	0.370300	31491	18173	18857	31479	0	0	100000
chr9	82900000	83000000	0.619450	0.380550	32210	18916	19139	29735	0	0	100000
chr9	83000000	83100000	0.636340	0.363660	30763	17765	18601	32871	0	0	100000
chr9	83100000	83200000	0.637240	0.362760	32699	18026	18250	31025	0	0	100000
chr9	83200000	83300000	0.633900	0.366100	30165	18104	18506	33225	0	0	100000
chr9	83300000	83400000	0.640860	0.359140	30962	18049	17865	33124	0	0	100000
chr9	83400000	83500000	0.642050	0.357950	32373	17963	17832	31832	0	0	100000
chr9	83500000	83600000	0.632070	0.367930	32582	18626	18167	30625	0	0	100000
chr9	83600000	83700000	0.633790	0.366210	32053	18912	17709	31326	0	0	100000
chr9	83700000	83800000	0.616330	0.383670	32436	19449	18918	29197	0	0	100000
chr9	83800000	83900000	0.625800	0.374200	33016	19145	18275	29564	0	0	100000
chr9	83900000	84000000	0.618530	0.381470	32065	19254	18893	29788	0	0	100000
chr9	84000000	84100000	0.614820	0.385180	32371	19735	18783	29111	0	0	100000
chr9	84100000	84200000	0.588980	0.411020	30629	20745	20357	28269	0	0	100000
chr9	84200000	84300000	0.569460	0.430540	31213	22463	20591	25733	0	0	100000
chr9	84300000	84400000	0.556580	0.443420	27692	22160	22182	27966	0	0	100000
chr9	84400000	84500000	0.574590	0.425410	27669	21034	21507	29790	0	0	100000
chr9	84500000	84600000	0.580530	0.419470	29037	20817	21130	29016	0	0	100000
chr9	84600000	84700000	0.604350	0.395650	28271	19233	20332	32164	0	0	100000
chr9	84700000	84800000	0.611070	0.388930	28952	18608	20285	32155	0	0	100000
chr9	84800000	84900000	0.619480	0.380520	29907	18775	19277	32041	0	0	100000
chr9	84900000	85000000	0.626200	0.373800	30285	18171	19209	32335	0	0	100000
chr9	85000000	85100000	0.610960	0.389040	30026	18853	20051	31070	0	0	100000
chr9	85100000	85200000	0.617920	0.382080	31990	18936	19272	29802	0	0	100000
chr9	85200000	85300000	0.623250	0.376750	31796	18910	18765	30529	0	0	100000
chr9	85300000	85400000	0.598820	0.401180	28188	19767	20351	31694	0	0	100000
chr9	85400000	85500000	0.629930	0.370070	33095	18775	18232	29898	0	0	100000
chr9	85500000	85600000	0.600390	0.399610	30556	20966	18995	29483	0	0	100000
chr9	85600000	85700000	0.605260	0.394740	30868	20639	18835	29658	0	0	100000
chr9	85700000	85800000	0.624350	0.375650	31478	19126	18439	30957	0	0	100000
chr9	85800000	85900000	0.589110	0.410890	30316	21080	20009	28595	0	0	100000
chr9	85900000	86000000	0.584050	0.415950	29826	21852	19743	28579	0	0	100000
chr9	86000000	86100000	0.580510	0.419490	30439	21914	20035	27612	0	0	100000
chr9	86100000	86200000	0.593860	0.406140	31770	20941	19673	27616	0	0	100000
chr9	86200000	86300000	0.583410	0.416590	30705	21042	20617	27636	0	0	100000
chr9	86300000	86400000	0.615330	0.384670	32180	19953	18514	29353	0	0	100000
chr9	86400000	86500000	0.607180	0.392820	30665	20022	19260	30053	0	0	100000
chr9	86500000	86600000	0.586600	0.413400	31247	21030	20310	27413	0	0	100000
chr9	86600000	86700000	0.598220	0.401780	27100	19672	20506	32722	0	0	100000
chr9	86700000	86800000	0.600640	0.399360	28560	19522	20414	31504	0	0	100000
chr9	86800000	86900000	0.580650	0.419350	29044	20189	21746	29021	0	0	100000
chr9	86900000	87000000	0.573810	0.426190	28560	20841	21778	28821	0	0	100000
chr9	87000000	87100000	0.565760	0.434240	26439	21291	22133	30137	0	0	100000
chr9	87100000	87200000	0.596110	0.403890	27872	19450	20939	31739	0	0	100000
chr9	87200000	87300000	0.594180	0.405820	28105	20229	20353	31313	0	0	100000
chr9	87300000	87400000	0.602460	0.397540	28350	19194	20560	31896	0	0	100000
chr9	87400000	87500000	0.591970	0.408030	28674	19907	20896	30523	0	0	100000
chr9	87500000	87600000	0.587170	0.412830	28116	20352	20931	30601	0	0	100000
chr9	87600000	87700000	0.580960	0.419040	27901	20870	21034	30195	0	0	100000
chr9	87700000	87800000	0.605920	0.394080	29701	19773	19635	30891	0	0	100000
chr9	87800000	87900000	0.589980	0.410020	29755	20663	20339	29243	0	0	100000
chr9	87900000	88000000	0.592970	0.407030	30516	20750	19953	28781	0	0	100000
chr9	88000000	88100000	0.576750	0.423250	29669	22531	19794	28006	0	0	100000
chr9	88100000	88200000	0.583740	0.416260	31625	21461	20165	26749	0	0	100000
chr9	88200000	88300000	0.646980	0.353020	35270	18457	16845	29428	0	0	100000
chr9	88300000	88400000	0.608450	0.391550	31997	20029	19126	28848	0	0	100000
chr9	88400000	88500000	0.606590	0.393410	28813	19885	19456	31846	0	0	100000
chr9	88500000	88600000	0.602920	0.397080	29300	19333	20375	30992	0	0	100000
chr9	88600000	88700000	0.576380	0.423620	29697	20857	21505	27941	0	0	100000
chr9	88700000	88800000	0.565060	0.434940	28308	21373	22121	28198	0	0	100000
chr9	88800000	88900000	0.578650	0.421350	30215	20921	21214	27650	0	0	100000
chr9	88900000	89000000	0.608970	0.391030	29708	19785	19318	31189	0	0	100000
chr9	89000000	89100000	0.596770	0.403230	27722	20203	20120	31955	0	0	100000
chr9	89100000	89200000	0.589810	0.410190	28331	20335	20684	30650	0	0	100000
chr9	89200000	89300000	0.580960	0.419040	27074	20572	21332	31022	0	0	100000
chr9	89300000	89400000	0.588900	0.411100	28881	20526	20584	30009	0	0	100000
chr9	89400000	89500000	0.586370	0.413630	28312	20610	20753	30325	0	0	100000
chr9	89500000	89600000	0.585890	0.414110	30037	20765	20646	28552	0	0	100000
chr9	89600000	89700000	0.608240	0.391760	31148	19405	19771	29676	0	0	100000
chr9	89700000	89800000	0.601930	0.398070	30620	19982	19825	29573	0	0	100000
chr9	89800000	89900000	0.583680	0.416320	30071	20952	20680	28297	0	0	100000
chr9	89900000	90000000	0.588360	0.411640	31408	20810	20354	27428	0	0	100000
chr9	90000000	90100000	0.570880	0.429120	28878	22384	20528	28210	0	0	100000
chr9	90100000	90200000	0.559510	0.440490	26231	21398	22651	29720	0	0	100000
chr9	90200000	90300000	0.537780	0.462220	25411	23213	23009	28367	0	0	100000
chr9	90300000	90400000	0.569030	0.430970	27373	21106	21991	29530	0	0	100000
chr9	90400000	90500000	0.539110	0.460890	27122	22918	23171	26789	0	0	100000
chr9	90500000	90600000	0.548520	0.451480	29561	22916	22232	25291	0	0	100000
chr9	90600000	90700000	0.552890	0.447110	26879	22345	22366	28410	0	0	100000
chr9	90700000	90800000	0.562000	0.438000	26979	21629	22171	29221	0	0	100000
chr9	90800000	90900000	0.559210	0.440790	28727	22064	22015	27194	0	0	100000
chr9	90900000	91000000	0.547480	0.452520	28762	22767	22485	25986	0	0	100000
chr9	91000000	91100000	0.585220	0.414780	25547	20365	21113	32975	0	0	100000
chr9	91100000	91200000	0.530250	0.469750	25690	22612	24363	27335	0	0	100000
chr9	91200000	91300000	0.586320	0.413680	27002	19820	21548	31630	0	0	100000
chr9	91300000	91400000	0.576390	0.423610	28804	20632	21729	28835	0	0	100000
chr9	91400000	91500000	0.590090	0.409910	29562	20371	20620	29447	0	0	100000
chr9	91500000	91600000	0.574310	0.425690	27955	21561	21008	29476	0	0	100000
chr9	91600000	91700000	0.548500	0.451500	28711	22477	22673	26139	0	0	100000
chr9	91700000	91800000	0.583440	0.416560	31284	21064	20592	27060	0	0	100000
chr9	91800000	91900000	0.584260	0.415740	30410	20833	20741	28016	0	0	100000
chr9	91900000	92000000	0.552190	0.447810	26453	21416	23365	28766	0	0	100000
chr9	92000000	92100000	0.488400	0.511600	26591	27054	24106	22249	0	0	100000
chr9	92100000	92200000	0.540790	0.459210	26680	22984	22937	27399	0	0	100000
chr9	92200000	92300000	0.498550	0.501450	24461	24458	25687	25394	0	0	100000
chr9	92300000	92400000	0.230650	0.203510	11412	10200	10151	11653	56584	0	100000
chr9	92400000	92500000	0.295450	0.270390	14493	13115	13924	15052	43416	0	100000
chr9	92500000	92600000	0.151450	0.136510	7295	6494	7157	7850	71204	0	100000
chr9	92600000	92700000	0.111070	0.100970	5647	4896	5201	5460	78796	0	100000
chr9	92700000	92800000	0.552040	0.447960	27215	22132	22664	27989	0	0	100000
chr9	92800000	92900000	0.576360	0.423640	27178	21624	20740	30458	0	0	100000
chr9	92900000	93000000	0.590480	0.409520	28921	20892	20060	30127	0	0	100000
chr9	93000000	93100000	0.608510	0.391490	29977	20138	19011	30874	0	0	100000
chr9	93100000	93200000	0.615140	0.384860	32084	19885	18601	29430	0	0	100000
chr9	93200000	93300000	0.601110	0.398890	30604	20136	19753	29507	0	0	100000
chr9	93300000	93400000	0.599170	0.400830	31242	20144	19939	28675	0	0	100000
chr9	93400000	93500000	0.594240	0.405760	30769	20023	20553	28655	0	0	100000
chr9	93500000	93600000	0.573580	0.426420	29235	20881	21761	28123	0	0	100000
chr9	93600000	93700000	0.539830	0.460170	26971	22626	23391	27012	0	0	100000
chr9	93700000	93800000	0.560670	0.439330	29110	22546	21387	26957	0	0	100000
chr9	93800000	93900000	0.561330	0.438670	28997	22333	21534	27136	0	0	100000
chr9	93900000	94000000	0.558050	0.441950	29044	22302	21893	26761	0	0	100000
chr9	94000000	94100000	0.615870	0.384130	32403	20406	18007	29184	0	0	100000
chr9	94100000	94200000	0.580430	0.419570	29650	21605	20352	28393	0	0	100000
chr9	94200000	94300000	0.600370	0.399630	28474	19499	20464	31563	0	0	100000
chr9	94300000	94400000	0.588330	0.411670	29581	20803	20364	29252	0	0	100000
chr9	94400000	94500000	0.555500	0.444500	27295	22031	22419	28255	0	0	100000
chr9	94500000	94600000	0.536190	0.463810	28524	23883	22498	25095	0	0	100000
chr9	94600000	94700000	0.538260	0.461740	29671	24181	21993	24155	0	0	100000
chr9	94700000	94800000	0.558650	0.441350	28693	22287	21848	27172	0	0	100000
chr9	94800000	94900000	0.577240	0.422760	30081	22225	20051	27643	0	0	100000
chr9	94900000	95000000	0.541820	0.458180	28540	22753	23065	25642	0	0	100000
chr9	95000000	95100000	0.594860	0.405140	30894	20608	19906	28592	0	0	100000
chr9	95100000	95200000	0.614320	0.385680	27562	19111	19457	33870	0	0	100000
chr9	95200000	95300000	0.609020	0.390980	29487	19332	19766	31415	0	0	100000
chr9	95300000	95400000	0.571640	0.428360	28240	21206	21630	28924	0	0	100000
chr9	95400000	95500000	0.516460	0.483540	26956	24551	23803	24690	0	0	100000
chr9	95500000	95600000	0.541860	0.458140	27747	22562	23252	26439	0	0	100000
chr9	95600000	95700000	0.574350	0.425650	29967	21122	21443	27468	0	0	100000
chr9	95700000	95800000	0.503620	0.496380	22740	24925	24713	27622	0	0	100000
chr9	95800000	95900000	0.459690	0.540310	21947	26707	27324	24022	0	0	100000
chr9	95900000	96000000	0.472930	0.527070	21792	25589	27118	25501	0	0	100000
chr9	96000000	96100000	0.493280	0.506720	24102	25484	25188	25226	0	0	100000
chr9	96100000	96200000	0.584610	0.415390	27695	21595	19944	30766	0	0	100000
chr9	96200000	96300000	0.572210	0.427790	25992	20609	22170	31229	0	0	100000
chr9	96300000	96400000	0.521560	0.478440	23262	22770	25074	28894	0	0	100000
chr9	96400000	96500000	0.510140	0.489860	24644	23480	25506	26370	0	0	100000
chr9	96500000	96600000	0.581230	0.418770	27117	21264	20613	31006	0	0	100000
chr9	96600000	96700000	0.520660	0.479340	25535	23855	24079	26531	0	0	100000
chr9	96700000	96800000	0.537420	0.462580	27216	23713	22545	26526	0	0	100000
chr9	96800000	96900000	0.599260	0.400740	27434	19722	20352	32492	0	0	100000
chr9	96900000	97000000	0.574240	0.425760	27820	20952	21624	29604	0	0	100000
chr9	97000000	97100000	0.561770	0.438230	27668	21566	22257	28509	0	0	100000
chr9	97100000	97200000	0.577500	0.422500	26457	20636	21614	31293	0	0	100000
chr9	97200000	97300000	0.599900	0.400100	29083	19840	20170	30907	0	0	100000
chr9	97300000	97400000	0.541100	0.458900	27523	23814	22076	26587	0	0	100000
chr9	97400000	97500000	0.550730	0.449270	27139	22505	22422	27934	0	0	100000
chr9	97500000	97600000	0.582080	0.417920	27730	19925	21867	30478	0	0	100000
chr9	97600000	97700000	0.568290	0.431710	27178	20912	22259	29651	0	0	100000
chr9	97700000	97800000	0.572150	0.427850	26602	21102	21683	30613	0	0	100000
chr9	97800000	97900000	0.530770	0.469230	25642	23024	23899	27435	0	0	100000
chr9	97900000	98000000	0.598260	0.401740	31057	20542	19632	28769	0	0	100000
chr9	98000000	98100000	0.595170	0.404830	32898	20831	19652	26619	0	0	100000
chr9	98100000	98200000	0.568480	0.431520	29054	21968	21184	27794	0	0	100000
chr9	98200000	98300000	0.533490	0.466510	28114	23736	22915	25235	0	0	100000
chr9	98300000	98400000	0.528970	0.471030	25709	23023	24080	27188	0	0	100000
chr9	98400000	98500000	0.564910	0.435090	28347	21621	21888	28144	0	0	100000
chr9	98500000	98600000	0.554280	0.445720	27876	21970	22602	27552	0	0	100000
chr9	98600000	98700000	0.634290	0.365710	29022	18021	18550	34407	0	0	100000
chr9	98700000	98800000	0.586850	0.413150	29465	20461	20854	29220	0	0	100000
chr9	98800000	98900000	0.534100	0.465900	26629	23270	23320	26781	0	0	100000
chr9	98900000	99000000	0.536380	0.463620	27902	23515	22847	25736	0	0	100000
chr9	99000000	99100000	0.564660	0.435340	30039	21870	21664	26427	0	0	100000
chr9	99100000	99200000	0.565020	0.434980	30029	22288	21210	26473	0	0	100000
chr9	99200000	99300000	0.557920	0.442080	27272	22198	22010	28520	0	0	100000
chr9	99300000	99400000	0.579190	0.420810	30678	21575	20506	27241	0	0	100000
chr9	99400000	99500000	0.559070	0.440930	27628	21917	22176	28279	0	0	100000
chr9	99500000	99600000	0.611120	0.388880	30874	19310	19578	30238	0	0	100000
chr9	99600000	99700000	0.568970	0.431030	29374	21721	21382	27523	0	0	100000
chr9	99700000	99800000	0.577280	0.422720	31463	21676	20596	26265	0	0	100000
chr9	99800000	99900000	0.574800	0.425200	30743	20992	21528	26737	0	0	100000
chr9	99900000	100000000	0.596790	0.403210	30658	21814	18507	29021	0	0	100000
chr9	100000000	100100000	0.573940	0.426060	26952	20822	21784	30442	0	0	100000
chr9	100100000	100200000	0.548250	0.451750	26694	22859	22316	28131	0	0	100000
chr9	100200000	100300000	0.574850	0.425150	28324	20993	21522	29161	0	0	100000
chr9	100300000	100400000	0.553660	0.446340	26877	22352	22282	28489	0	0	100000
chr9	100400000	100500000	0.597150	0.402850	29805	20162	20123	29910	0	0	100000
chr9	100500000	100600000	0.563990	0.436010	29732	21415	22186	26667	0	0	100000
chr9	100600000	100700000	0.566690	0.433310	28840	22058	21273	27829	0	0	100000
chr9	100700000	100800000	0.563260	0.436740	27494	21312	22362	28832	0	0	100000
chr9	100800000	100900000	0.528530	0.471470	25813	23598	23549	27040	0	0	100000
chr9	100900000	101000000	0.504890	0.495110	25168	25186	24325	25321	0	0	100000
chr9	101000000	101100000	0.534620	0.465380	26376	22580	23958	27086	0	0	100000
chr9	101100000	101200000	0.542660	0.457340	27098	22655	23079	27168	0	0	100000
chr9	101200000	101300000	0.552170	0.447830	29458	22568	22215	25759	0	0	100000
chr9	101300000	101400000	0.543690	0.456310	28140	23157	22474	26229	0	0	100000
chr9	101400000	101500000	0.536120	0.463880	27501	24284	22104	26111	0	0	100000
chr9	101500000	101600000	0.536690	0.463310	26575	23720	22611	27094	0	0	100000
chr9	101600000	101700000	0.548790	0.451210	26094	22701	22420	28785	0	0	100000
chr9	101700000	101800000	0.527100	0.472900	25358	23527	23763	27352	0	0	100000
chr9	101800000	101900000	0.568580	0.431420	28169	20525	22617	28689	0	0	100000
chr9	101900000	102000000	0.582120	0.417880	27137	20699	21089	31075	0	0	100000
chr9	102000000	102100000	0.583200	0.416800	28570	20618	21062	29750	0	0	100000
chr9	102100000	102200000	0.558310	0.441690	28158	22099	22070	27673	0	0	100000
chr9	102200000	102300000	0.593290	0.406710	30704	21051	19620	28625	0	0	100000
chr9	102300000	102400000	0.605590	0.394410	31623	19561	19880	28936	0	0	100000
chr9	102400000	102500000	0.618730	0.381270	33042	20313	17814	28831	0	0	100000
chr9	102500000	102600000	0.603260	0.396740	30715	20730	18944	29611	0	0	100000
chr9	102600000	102700000	0.606430	0.393570	28906	19501	19856	31737	0	0	100000
chr9	102700000	102800000	0.626390	0.373610	31291	18912	18449	31348	0	0	100000
chr9	102800000	102900000	0.621190	0.378810	32555	19470	18411	29564	0	0	100000
chr9	102900000	103000000	0.614450	0.385550	29613	18920	19635	31832	0	0	100000
chr9	103000000	103100000	0.607510	0.392490	30202	20448	18801	30549	0	0	100000
chr9	103100000	103200000	0.588160	0.411840	29923	20560	20624	28893	0	0	100000
chr9	103200000	103300000	0.597020	0.402980	27868	19600	20698	31834	0	0	100000
chr9	103300000	103400000	0.603840	0.396160	26984	19472	20144	33400	0	0	100000
chr9	103400000	103500000	0.596440	0.403560	29526	19490	20866	30118	0	0	100000
chr9	103500000	103600000	0.618170	0.381830	28689	18974	19209	33128	0	0	100000
chr9	103600000	103700000	0.616850	0.383150	29647	18851	19464	32038	0	0	100000
chr9	103700000	103800000	0.626070	0.373930	31458	17690	19703	31149	0	0	100000
chr9	103800000	103900000	0.611260	0.388740	29349	19039	19835	31777	0	0	100000
chr9	103900000	104000000	0.621810	0.378190	30528	18616	19203	31653	0	0	100000
chr9	104000000	104100000	0.613020	0.386980	32174	19641	19057	29128	0	0	100000
chr9	104100000	104200000	0.607420	0.392580	31097	19687	19571	29645	0	0	100000
chr9	104200000	104300000	0.602620	0.397380	29409	19460	20278	30853	0	0	100000
chr9	104300000	104400000	0.605950	0.394050	29533	18706	20699	31062	0	0	100000
chr9	104400000	104500000	0.627350	0.372650	30587	18447	18818	32148	0	0	100000
chr9	104500000	104600000	0.628080	0.371920	31453	18058	19134	31355	0	0	100000
chr9	104600000	104700000	0.635030	0.364970	31247	17872	18625	32256	0	0	100000
chr9	104700000	104800000	0.636020	0.363980	30418	17951	18447	33184	0	0	100000
chr9	104800000	104900000	0.641190	0.358810	30268	17872	18009	33851	0	0	100000
chr9	104900000	105000000	0.643600	0.356400	28913	17759	17881	35447	0	0	100000
chr9	105000000	105100000	0.647740	0.352260	31536	17597	17629	33238	0	0	100000
chr9	105100000	105200000	0.637050	0.362950	32724	18017	18278	30981	0	0	100000
chr9	105200000	105300000	0.652180	0.347820	35141	17370	17412	30077	0	0	100000
chr9	105300000	105400000	0.650290	0.349710	32068	17285	17686	32961	0	0	100000
chr9	105400000	105500000	0.659530	0.340470	32422	17071	16976	33531	0	0	100000
chr9	105500000	105600000	0.650290	0.349710	31820	18058	16913	33209	0	0	100000
chr9	105600000	105700000	0.659520	0.340480	33036	17258	16790	32916	0	0	100000
chr9	105700000	105800000	0.660970	0.339030	33170	17227	16676	32927	0	0	100000
chr9	105800000	105900000	0.657890	0.342110	33851	17383	16828	31938	0	0	100000
chr9	105900000	106000000	0.638960	0.361040	31880	18267	17837	32016	0	0	100000
chr9	106000000	106100000	0.647040	0.352960	33560	17840	17456	31144	0	0	100000
chr9	106100000	106200000	0.654330	0.345670	31325	17265	17302	34108	0	0	100000
chr9	106200000	106300000	0.636850	0.363150	32507	17775	18540	31178	0	0	100000
chr9	106300000	106400000	0.644580	0.355420	33285	18109	17433	31173	0	0	100000
chr9	106400000	106500000	0.644960	0.355040	32188	17642	17862	32308	0	0	100000
chr9	106500000	106600000	0.649710	0.350290	31815	17688	17341	33156	0	0	100000
chr9	106600000	106700000	0.654800	0.345200	34666	17479	17041	30814	0	0	100000
chr9	106700000	106800000	0.634970	0.365030	32012	18106	18397	31485	0	0	100000
chr9	106800000	106900000	0.633510	0.366490	32377	17918	18731	30974	0	0	100000
chr9	106900000	107000000	0.629370	0.370630	30701	18418	18645	32236	0	0	100000
chr9	107000000	107100000	0.624260	0.375740	32246	18956	18618	30180	0	0	100000
chr9	107100000	107200000	0.622970	0.377030	30489	19048	18655	31808	0	0	100000
chr9	107200000	107300000	0.626470	0.373530	31800	18900	18453	30847	0	0	100000
chr9	107300000	107400000	0.635350	0.364650	33222	18568	17897	30313	0	0	100000
chr9	107400000	107500000	0.628130	0.371870	35532	19317	17870	27281	0	0	100000
chr9	107500000	107600000	0.593830	0.406170	30838	21084	19533	28545	0	0	100000
chr9	107600000	107700000	0.563940	0.436060	30175	22545	21061	26219	0	0	100000
chr9	107700000	107800000	0.581180	0.418820	28600	21053	20829	29518	0	0	100000
